step,a2<b2;ab<0,a2<b2;ab>0,a2>b2;ab<0,a2>b2;ab>0
529,5,0,0,5
530,5,0,0,5
531,5,0,0,5
532,5,0,0,5
533,5,0,0,5
534,5,0,0,5
535,5,0,0,5
536,5,0,0,5
537,5,0,0,5
538,5,0,0,5
539,5,0,0,5
540,5,0,0,5
541,5,0,0,5
542,5,0,0,5
543,5,0,0,5
544,5,0,0,5
545,5,0,0,5
546,5,0,0,5
547,5,0,0,5
548,5,0,0,5
549,3,2,2,3
550,3,2,2,3
551,3,2,2,3
552,3,2,2,3
553,3,2,2,3
554,3,2,2,3
555,0,5,5,0
556,0,5,5,0
557,0,5,5,0
558,0,5,5,0
559,0,5,5,0
560,0,5,5,0
561,0,5,5,0
562,0,5,5,0
563,0,5,5,0
564,0,5,5,0
565,0,5,5,0
566,0,5,5,0
567,0,5,5,0
568,0,5,5,0
569,0,5,5,0
570,0,5,5,0
571,0,5,5,0
572,0,5,5,0
573,0,5,5,0
574,0,5,5,0
575,0,5,5,0
576,0,5,5,0
577,0,5,5,0
578,0,5,5,0
579,0,5,5,0
580,0,5,5,0
581,0,5,5,0
582,0,5,5,0
583,0,5,5,0
584,0,5,5,0
585,0,5,5,0
586,0,5,5,0
587,0,5,5,0
588,0,5,5,0
589,0,5,5,0
590,0,5,5,0
591,0,5,5,0
592,0,5,5,0
593,0,5,5,0
594,0,5,5,0
595,0,5,5,0
596,0,5,5,0
597,0,5,5,0
598,0,5,5,0
599,0,5,5,0
600,0,5,5,0
601,2,3,3,2
602,2,3,3,2
603,2,3,3,2
604,2,3,3,2
605,2,3,3,2
606,2,3,3,2
607,5,0,0,5
608,5,0,0,5
609,5,0,0,5
610,5,0,0,5
611,5,0,0,5
612,5,0,0,5
613,5,0,0,5
614,5,0,0,5
615,5,0,0,5
616,5,0,0,5
617,5,0,0,5
618,5,0,0,5
619,5,0,0,5
620,5,0,0,5
621,5,0,0,5
622,5,0,0,5
623,5,0,0,5
624,5,0,0,5
625,5,0,0,5
626,5,0,0,5
627,5,0,0,5
628,5,0,0,5
629,5,0,0,5
630,5,0,0,5
631,5,0,0,5
632,5,0,0,5
633,5,0,0,5
634,5,0,0,5
635,5,0,0,5
636,5,0,0,5
637,5,0,0,5
638,5,0,0,5
639,5,0,0,5
640,5,0,0,5
641,5,0,0,5
642,5,0,0,5
643,5,0,0,5
644,5,0,0,5
645,5,0,0,5
646,5,0,0,5
647,5,0,0,5
648,5,0,0,5
649,5,0,0,5
650,5,0,0,5
651,5,0,0,5
652,5,0,0,5
653,5,0,0,5
654,3,2,2,3
655,3,2,2,3
656,3,2,2,3
657,3,2,2,3
658,3,2,2,3
659,3,2,2,3
660,0,5,5,0
661,0,5,5,0
662,0,5,5,0
663,0,5,5,0
664,0,5,5,0
665,0,5,5,0
666,0,5,5,0
667,0,5,5,0
668,0,5,5,0
669,0,5,5,0
670,0,5,5,0
671,0,5,5,0
672,0,5,5,0
673,0,5,5,0
674,0,5,5,0
675,0,5,5,0
676,0,5,5,0
677,0,5,5,0
678,0,5,5,0
679,0,5,5,0
680,0,5,5,0
681,0,5,5,0
682,0,5,5,0
683,0,5,5,0
684,0,5,5,0
685,0,5,5,0
686,0,5,5,0
687,0,5,5,0
688,0,5,5,0
689,0,5,5,0
690,0,5,5,0
691,0,5,5,0
692,0,5,5,0
693,0,5,5,0
694,0,5,5,0
695,0,5,5,0
696,0,5,5,0
697,0,5,5,0
698,0,5,5,0
699,0,5,5,0
700,0,5,5,0
701,0,5,5,0
702,0,5,5,0
703,0,5,5,0
704,0,5,5,0
705,0,5,5,0
706,2,3,3,2
707,2,3,3,2
708,2,3,3,2
709,2,3,3,2
710,2,3,3,2
711,2,3,3,2
712,5,0,0,5
713,5,0,0,5
714,5,0,0,5
715,5,0,0,5
716,5,0,0,5
717,5,0,0,5
718,5,0,0,5
719,5,0,0,5
720,5,0,0,5
721,5,0,0,5
722,5,0,0,5
723,5,0,0,5
724,5,0,0,5
725,5,0,0,5
726,5,0,0,5
727,5,0,0,5
728,5,0,0,5
729,5,0,0,5
730,5,0,0,5
731,5,0,0,5
732,5,0,0,5
733,5,0,0,5
734,5,0,0,5
735,5,0,0,5
736,5,0,0,5
737,5,0,0,5
738,5,0,0,5
739,5,0,0,5
740,5,0,0,5
741,5,0,0,5
742,5,0,0,5
743,5,0,0,5
744,5,0,0,5
745,5,0,0,5
746,5,0,0,5
747,5,0,0,5
748,5,0,0,5
749,5,0,0,5
750,5,0,0,5
751,5,0,0,5
752,5,0,0,5
753,5,0,0,5
754,5,0,0,5
755,5,0,0,5
756,5,0,0,5
757,5,0,0,5
758,3,2,2,3
759,3,2,2,3
760,3,2,2,3
761,3,2,2,3
762,3,2,2,3
763,3,2,2,3
764,0,5,5,0
765,0,5,5,0
766,0,5,5,0
767,0,5,5,0
768,0,5,5,0
769,0,5,5,0
770,0,5,5,0
771,0,5,5,0
772,0,5,5,0
773,0,5,5,0
774,0,5,5,0
775,0,5,5,0
776,0,5,5,0
777,0,5,5,0
778,0,5,5,0
779,0,5,5,0
780,0,5,5,0
781,0,5,5,0
782,0,5,5,0
783,0,5,5,0
784,0,5,5,0
785,0,5,5,0
786,0,5,5,0
787,0,5,5,0
788,0,5,5,0
789,0,5,5,0
790,0,5,5,0
791,0,5,5,0
792,0,5,5,0
793,0,5,5,0
794,0,5,5,0
795,0,5,5,0
796,0,5,5,0
797,0,5,5,0
798,0,5,5,0
799,0,5,5,0
800,0,5,5,0
801,0,5,5,0
802,0,5,5,0
803,0,5,5,0
804,0,5,5,0
805,0,5,5,0
806,0,5,5,0
807,0,5,5,0
808,0,5,5,0
809,0,5,5,0
810,0,5,5,0
811,2,3,3,2
812,2,3,3,2
813,2,3,3,2
814,2,3,3,2
815,2,3,3,2
816,2,3,3,2
817,5,0,0,5
818,5,0,0,5
819,5,0,0,5
820,5,0,0,5
821,5,0,0,5
822,5,0,0,5
823,5,0,0,5
824,5,0,0,5
825,5,0,0,5
826,5,0,0,5
827,5,0,0,5
828,5,0,0,5
829,5,0,0,5
830,5,0,0,5
831,5,0,0,5
832,5,0,0,5
833,5,0,0,5
834,5,0,0,5
835,5,0,0,5
836,5,0,0,5
837,5,0,0,5
838,5,0,0,5
839,5,0,0,5
840,5,0,0,5
841,5,0,0,5
842,5,0,0,5
843,5,0,0,5
844,5,0,0,5
845,5,0,0,5
846,5,0,0,5
847,5,0,0,5
848,5,0,0,5
849,5,0,0,5
850,5,0,0,5
851,5,0,0,5
852,5,0,0,5
853,5,0,0,5
854,5,0,0,5
855,5,0,0,5
856,5,0,0,5
857,5,0,0,5
858,5,0,0,5
859,5,0,0,5
860,5,0,0,5
861,5,0,0,5
862,5,0,0,5
863,3,2,2,3
864,3,2,2,3
865,3,2,2,3
866,3,2,2,3
867,3,2,2,3
868,3,2,2,3
869,0,5,5,0
870,0,5,5,0
871,0,5,5,0
872,0,5,5,0
873,0,5,5,0
874,0,5,5,0
875,0,5,5,0
876,0,5,5,0
877,0,5,5,0
878,0,5,5,0
879,0,5,5,0
880,0,5,5,0
881,0,5,5,0
882,0,5,5,0
883,0,5,5,0
884,0,5,5,0
885,0,5,5,0
886,0,5,5,0
887,0,5,5,0
888,0,5,5,0
889,0,5,5,0
890,0,5,5,0
891,0,5,5,0
892,0,5,5,0
893,0,5,5,0
894,0,5,5,0
895,0,5,5,0
896,0,5,5,0
897,0,5,5,0
898,0,5,5,0
899,0,5,5,0
900,0,5,5,0
901,0,5,5,0
902,0,5,5,0
903,0,5,5,0
904,0,5,5,0
905,0,5,5,0
906,0,5,5,0
907,0,5,5,0
908,0,5,5,0
909,0,5,5,0
910,0,5,5,0
911,0,5,5,0
912,0,5,5,0
913,0,5,5,0
914,0,5,5,0
915,2,3,3,2
916,2,3,3,2
917,2,3,3,2
918,2,3,3,2
919,2,3,3,2
920,2,3,3,2
921,5,0,0,5
922,5,0,0,5
923,5,0,0,5
924,5,0,0,5
925,5,0,0,5
926,5,0,0,5
927,5,0,0,5
928,5,0,0,5
929,5,0,0,5
930,5,0,0,5
931,5,0,0,5
932,5,0,0,5
933,5,0,0,5
934,5,0,0,5
935,5,0,0,5
936,5,0,0,5
937,5,0,0,5
938,5,0,0,5
939,5,0,0,5
940,5,0,0,5
941,5,0,0,5
942,5,0,0,5
943,5,0,0,5
944,5,0,0,5
945,5,0,0,5
946,5,0,0,5
947,5,0,0,5
948,5,0,0,5
949,5,0,0,5
950,5,0,0,5
951,5,0,0,5
952,5,0,0,5
953,5,0,0,5
954,5,0,0,5
955,5,0,0,5
956,5,0,0,5
957,5,0,0,5
958,5,0,0,5
959,5,0,0,5
960,5,0,0,5
961,5,0,0,5
962,5,0,0,5
963,5,0,0,5
964,5,0,0,5
965,5,0,0,5
966,5,0,0,5
967,5,0,0,5
968,3,2,2,3
969,3,2,2,3
970,3,2,2,3
971,3,2,2,3
972,3,2,2,3
973,3,2,2,3
974,0,5,5,0
975,0,5,5,0
976,0,5,5,0
977,0,5,5,0
978,0,5,5,0
979,0,5,5,0
980,0,5,5,0
981,0,5,5,0
982,0,5,5,0
983,0,5,5,0
984,0,5,5,0
985,0,5,5,0
986,0,5,5,0
987,0,5,5,0
988,0,5,5,0
989,0,5,5,0
990,0,5,5,0
991,0,5,5,0
992,0,5,5,0
993,0,5,5,0
994,0,5,5,0
995,0,5,5,0
996,0,5,5,0
997,0,5,5,0
998,0,5,5,0
999,0,5,5,0
1000,0,5,5,0
1001,0,5,5,0
1002,0,5,5,0
1003,0,5,5,0
1004,0,5,5,0
1005,0,5,5,0
1006,0,5,5,0
1007,0,5,5,0
1008,0,5,5,0
1009,0,5,5,0
1010,0,5,5,0
1011,0,5,5,0
1012,0,5,5,0
1013,0,5,5,0
1014,0,5,5,0
1015,0,5,5,0
1016,0,5,5,0
1017,0,5,5,0
1018,0,5,5,0
1019,0,5,5,0
1020,2,3,3,2
1021,2,3,3,2
1022,2,3,3,2
1023,2,3,3,2
1024,2,3,3,2
1025,2,3,3,2
1026,5,0,0,5
1027,5,0,0,5
1028,5,0,0,5
1029,5,0,0,5
1030,5,0,0,5
1031,5,0,0,5
1032,5,0,0,5
1033,5,0,0,5
1034,5,0,0,5
1035,5,0,0,5
1036,5,0,0,5
1037,5,0,0,5
1038,5,0,0,5
1039,5,0,0,5
1040,5,0,0,5
1041,5,0,0,5
1042,5,0,0,5
1043,5,0,0,5
1044,5,0,0,5
1045,5,0,0,5
1046,5,0,0,5
1047,5,0,0,5
1048,5,0,0,5
1049,5,0,0,5
1050,5,0,0,5
1051,5,0,0,5
1052,5,0,0,5
1053,5,0,0,5
1054,5,0,0,5
1055,5,0,0,5
1056,5,0,0,5
1057,5,0,0,5
1058,5,0,0,5
1059,5,0,0,5
1060,5,0,0,5
1061,5,0,0,5
1062,5,0,0,5
1063,5,0,0,5
1064,5,0,0,5
1065,5,0,0,5
1066,5,0,0,5
1067,5,0,0,5
1068,5,0,0,5
1069,5,0,0,5
1070,5,0,0,5
1071,5,0,0,5
1072,3,2,2,3
1073,3,2,2,3
1074,3,2,2,3
1075,3,2,2,3
1076,3,2,2,3
1077,3,2,2,3
1078,3,2,2,3
1079,0,5,5,0
1080,0,5,5,0
1081,0,5,5,0
1082,0,5,5,0
1083,0,5,5,0
1084,0,5,5,0
1085,0,5,5,0
1086,0,5,5,0
1087,0,5,5,0
1088,0,5,5,0
1089,0,5,5,0
1090,0,5,5,0
1091,0,5,5,0
1092,0,5,5,0
1093,0,5,5,0
1094,0,5,5,0
1095,0,5,5,0
1096,0,5,5,0
1097,0,5,5,0
1098,0,5,5,0
1099,0,5,5,0
1100,0,5,5,0
1101,0,5,5,0
1102,0,5,5,0
1103,0,5,5,0
1104,0,5,5,0
1105,0,5,5,0
1106,0,5,5,0
1107,0,5,5,0
1108,0,5,5,0
1109,0,5,5,0
1110,0,5,5,0
1111,0,5,5,0
1112,0,5,5,0
1113,0,5,5,0
1114,0,5,5,0
1115,0,5,5,0
1116,0,5,5,0
1117,0,5,5,0
1118,0,5,5,0
1119,0,5,5,0
1120,0,5,5,0
1121,0,5,5,0
1122,0,5,5,0
1123,0,5,5,0
1124,0,5,5,0
1125,2,3,3,2
1126,2,3,3,2
1127,2,3,3,2
1128,2,3,3,2
1129,2,3,3,2
1130,2,3,3,2
1131,5,0,0,5
1132,5,0,0,5
1133,5,0,0,5
1134,5,0,0,5
1135,5,0,0,5
1136,5,0,0,5
1137,5,0,0,5
1138,5,0,0,5
1139,5,0,0,5
1140,5,0,0,5
1141,5,0,0,5
1142,5,0,0,5
1143,5,0,0,5
1144,5,0,0,5
1145,5,0,0,5
1146,5,0,0,5
1147,5,0,0,5
1148,5,0,0,5
1149,5,0,0,5
1150,5,0,0,5
1151,5,0,0,5
1152,5,0,0,5
1153,5,0,0,5
1154,5,0,0,5
1155,5,0,0,5
1156,5,0,0,5
1157,5,0,0,5
1158,5,0,0,5
1159,5,0,0,5
1160,5,0,0,5
1161,5,0,0,5
1162,5,0,0,5
1163,5,0,0,5
1164,5,0,0,5
1165,5,0,0,5
1166,5,0,0,5
1167,5,0,0,5
1168,5,0,0,5
1169,5,0,0,5
1170,5,0,0,5
1171,5,0,0,5
1172,5,0,0,5
1173,5,0,0,5
1174,5,0,0,5
1175,5,0,0,5
1176,5,0,0,5
1177,3,2,2,3
1178,3,2,2,3
1179,3,2,2,3
1180,3,2,2,3
1181,3,2,2,3
1182,3,2,2,3
1183,0,5,5,0
1184,0,5,5,0
1185,0,5,5,0
1186,0,5,5,0
1187,0,5,5,0
1188,0,5,5,0
1189,0,5,5,0
1190,0,5,5,0
1191,0,5,5,0
1192,0,5,5,0
1193,0,5,5,0
1194,0,5,5,0
1195,0,5,5,0
1196,0,5,5,0
1197,0,5,5,0
1198,0,5,5,0
1199,0,5,5,0
1200,0,5,5,0
1201,0,5,5,0
1202,0,5,5,0
1203,0,5,5,0
1204,0,5,5,0
1205,0,5,5,0
1206,0,5,5,0
1207,0,5,5,0
1208,0,5,5,0
1209,0,5,5,0
1210,0,5,5,0
1211,0,5,5,0
1212,0,5,5,0
1213,0,5,5,0
1214,0,5,5,0
1215,0,5,5,0
1216,0,5,5,0
1217,0,5,5,0
1218,0,5,5,0
1219,0,5,5,0
1220,0,5,5,0
1221,0,5,5,0
1222,0,5,5,0
1223,0,5,5,0
1224,0,5,5,0
1225,0,5,5,0
1226,0,5,5,0
1227,0,5,5,0
1228,0,5,5,0
1229,2,3,3,2
1230,2,3,3,2
1231,2,3,3,2
1232,2,3,3,2
1233,2,3,3,2
1234,2,3,3,2
1235,2,3,3,2
1236,5,0,0,5
1237,5,0,0,5
1238,5,0,0,5
1239,5,0,0,5
1240,5,0,0,5
1241,5,0,0,5
1242,5,0,0,5
1243,5,0,0,5
1244,5,0,0,5
1245,5,0,0,5
1246,5,0,0,5
1247,5,0,0,5
1248,5,0,0,5
1249,5,0,0,5
1250,5,0,0,5
1251,5,0,0,5
1252,5,0,0,5
1253,5,0,0,5
1254,5,0,0,5
1255,5,0,0,5
1256,5,0,0,5
1257,5,0,0,5
1258,5,0,0,5
1259,5,0,0,5
1260,5,0,0,5
1261,5,0,0,5
1262,5,0,0,5
1263,5,0,0,5
1264,5,0,0,5
1265,5,0,0,5
1266,5,0,0,5
1267,5,0,0,5
1268,5,0,0,5
1269,5,0,0,5
1270,5,0,0,5
1271,5,0,0,5
1272,5,0,0,5
1273,5,0,0,5
1274,5,0,0,5
1275,5,0,0,5
1276,5,0,0,5
1277,5,0,0,5
1278,5,0,0,5
1279,5,0,0,5
1280,5,0,0,5
1281,5,0,0,5
1282,3,2,2,3
1283,3,2,2,3
1284,3,2,2,3
1285,3,2,2,3
1286,3,2,2,3
1287,3,2,2,3
1288,0,5,5,0
1289,0,5,5,0
1290,0,5,5,0
1291,0,5,5,0
1292,0,5,5,0
1293,0,5,5,0
1294,0,5,5,0
1295,0,5,5,0
1296,0,5,5,0
1297,0,5,5,0
1298,0,5,5,0
1299,0,5,5,0
1300,0,5,5,0
1301,0,5,5,0
1302,0,5,5,0
1303,0,5,5,0
1304,0,5,5,0
1305,0,5,5,0
1306,0,5,5,0
1307,0,5,5,0
1308,0,5,5,0
1309,0,5,5,0
1310,0,5,5,0
1311,0,5,5,0
1312,0,5,5,0
1313,0,5,5,0
1314,0,5,5,0
1315,0,5,5,0
1316,0,5,5,0
1317,0,5,5,0
1318,0,5,5,0
1319,0,5,5,0
1320,0,5,5,0
1321,0,5,5,0
1322,0,5,5,0
1323,0,5,5,0
1324,0,5,5,0
1325,0,5,5,0
1326,0,5,5,0
1327,0,5,5,0
1328,0,5,5,0
1329,0,5,5,0
1330,0,5,5,0
1331,0,5,5,0
1332,0,5,5,0
1333,0,5,5,0
1334,2,3,3,2
1335,2,3,3,2
1336,2,3,3,2
1337,2,3,3,2
1338,2,3,3,2
1339,2,3,3,2
1340,5,0,0,5
1341,5,0,0,5
1342,5,0,0,5
1343,5,0,0,5
1344,5,0,0,5
1345,5,0,0,5
1346,5,0,0,5
1347,5,0,0,5
1348,5,0,0,5
1349,5,0,0,5
1350,5,0,0,5
1351,5,0,0,5
1352,5,0,0,5
1353,5,0,0,5
1354,5,0,0,5
