case_id,initial_deviation_deg,scattering_protocol,scattering_kind,scattering_matrix_used,delta_f,t_delta_real,t_delta_imag,r_delta_real,r_delta_imag,transmission_rate,reflection_rate,q_out_factor,readout_mode,active_readout,step,chi_pass,chi_read,closure_complement,reflection_event_cell,D_AB_near_rad,D_AB_far_rad,D_AB_near_deg,D_AB_far_deg,V_AB,envelope_AB_abs,envelope_V_AB,f_AB_center,f_AB_circle,f_AB_projection_consistency_error,Q_raw,Q_closed,closure_relaxation,absolute_background_axis_used,f_A_or_f_B_used
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,10,0.02769325583955409,0.02769325583955409,0.02124978259069579,False,3.113899397750239,3.1692859094293473,178.41329331941753,181.58670668058247,0.0007669164189949967,0.03490658503988659,0.0012184696791468345,0.00011858677305095396,0.00011858677305096044,6.478107980600889e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,11,0.02624416017613689,0.02624416017613689,0.023015510765483894,False,3.115348493413656,3.16783681376593,178.49632038504205,181.50367961495795,0.0006887559433507294,0.03490658503988659,0.0012184696791468345,0.00011238152295098795,0.00011238152295098627,1.6805133673525319e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,12,0.024682682989768702,0.024682682989768702,0.0246826829897687,False,3.1169099706000245,3.1662753365795617,178.58578643762692,181.41421356237308,0.0006092348395734172,0.03490658503988659,0.0012184696791468343,0.00010569503791662055,0.00010569503791661716,3.3881317890172014e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,13,0.023015510765483898,0.023015510765483898,0.026244160176136885,False,3.1185771428243094,3.164608164355277,178.68130836979986,181.31869163020014,0.0005297137357961052,0.03490658503988659,0.0012184696791468345,9.855595050329675e-05,9.855595050330124e-05,4.4858864886587746e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,14,0.021249782590695793,0.021249782590695793,0.027693255839554086,False,3.1203428709990972,3.162842436180489,178.78247714198255,181.21752285801745,0.000451553260151838,0.03490658503988659,0.0012184696791468345,9.099483137933304e-05,9.099483137932698e-05,6.057979638762756e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,15,0.01939305958452836,0.01939305958452836,0.029023764729920326,False,3.1221995940052647,3.1609857131743215,178.88885953396078,181.11114046603922,0.0003760907600490673,0.03490658503988659,0.0012184696791468345,8.304405841762238e-05,8.304405841762924e-05,6.8575787409708155e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,16,0.0174532925199433,0.0174532925199433,0.030229989403903628,False,3.12413936106985,3.159045946109736,179.0,181.0,0.00030461741978670873,0.03490658503988659,0.0012184696791468345,7.473767804861166e-05,7.473767804860518e-05,6.478107980600889e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,17,0.015438787777309632,0.015438787777309632,0.03130676462226701,False,3.1261538658124834,3.157031441367103,179.115422619562,180.884577380438,0.0002383561680328053,0.03490658503988659,0.0012184696791468345,6.611125946825972e-05,6.611125946826696e-05,7.237049501340742e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,18,0.013358171775207697,0.013358171775207697,0.0322494794682159,False,3.1282344818145855,3.1549508253650007,179.23463313526983,180.76536686473017,0.00017844075317595556,0.03490658503988659,0.0012184696791468345,5.720174232527947e-05,5.720174232527221e-05,7.257378292074845e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,19,0.01122035403078049,0.01122035403078049,0.033054097092051725,False,3.1303722995590126,3.1528130076205736,179.35712106939368,180.64287893060632,0.00012589634457605198,0.03490658503988659,0.0012184696791468343,4.8047278539891147e-05,4.804727853989152e-05,3.7269449679189215e-19,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,20,0.00903448900781339,0.00903448900781339,0.033717171997582084,False,3.1325581645819796,3.1506271425976067,179.48236190979495,180.51763809020505,8.162199163230098e-05,0.03490658503988659,0.0012184696791468345,3.8687068931442616e-05,3.8687068931448146e-05,5.5294310796760726e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,21,0.006809936915914843,0.006809936915914843,0.03423586479626438,False,3.1347827166738784,3.148402590505708,179.60981935596774,180.39018064403226,4.637524079873976e-05,0.03490658503988659,0.0012184696791468345,2.9161195354482744e-05,2.9161195354477157e-05,5.587029320089365e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,22,0.004556223628661819,0.004556223628661819,0.034607954365903484,False,3.1370364299611313,3.146148877218455,179.7389476155599,180.2610523844401,2.075917375437627e-05,0.03490658503988659,0.0012184696791468343,1.9510449062106847e-05,1.951044906210557e-05,1.277325684459485e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,23,0.0022829998923466883,0.0022829998923466883,0.034831847361837975,False,3.1393096536974463,3.14387565348214,179.8691937415397,180.1308062584603,5.21208850845499e-06,0.034906585039886584,0.001218469679146834,9.776156031548378e-06,9.776156031556134e-06,7.755433665060374e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,24,2.1374118819130998e-18,2.1374118819130998e-18,0.03490658503988659,True,3.141592653589793,3.141592653589793,180.0,180.0,4.568529552943299e-36,0.03490658503988659,0.0012184696791468343,9.152725819793765e-21,7.37257477290143e-18,7.363422047081637e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,25,-0.0022829998923466766,-0.0022829998923466766,0.034831847361837975,True,3.1393096536974463,3.14387565348214,179.8691937415397,180.1308062584603,5.212088508454937e-06,0.034906585039886584,0.001218469679146834,9.776156031548328e-06,9.776156031547863e-06,4.641740550953566e-19,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,26,-0.004556223628661807,-0.004556223628661807,0.03460795436590349,True,3.1370364299611313,3.146148877218455,179.7389476155599,180.2610523844401,2.0759173754376168e-05,0.0349065850398866,0.0012184696791468347,1.9510449062106796e-05,1.9510449062108172e-05,1.3755815063409838e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,27,-0.00680993691591483,-0.00680993691591483,0.034235864796264386,False,3.1347827166738784,3.148402590505708,179.60981935596774,180.39018064403226,4.6375240798739586e-05,0.0349065850398866,0.0012184696791468347,2.916119535448269e-05,2.916119535447282e-05,9.869627901407108e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,28,-0.00903448900781338,-0.00903448900781338,0.033717171997582084,False,3.1325581645819796,3.1506271425976067,179.48236190979495,180.51763809020505,8.162199163230079e-05,0.03490658503988659,0.0012184696791468343,3.868706893144257e-05,3.868706893145248e-05,9.913673614664331e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,29,-0.011220354030780477,-0.011220354030780477,0.03305409709205173,False,3.1303722995590126,3.1528130076205736,179.35712106939368,180.64287893060632,0.0001258963445760517,0.03490658503988659,0.0012184696791468343,4.804727853989109e-05,4.8047278539889784e-05,1.3078188705606397e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,30,-0.013358171775207685,-0.013358171775207685,0.0322494794682159,False,3.1282344818145855,3.1549508253650007,179.23463313526983,180.76536686473017,0.00017844075317595523,0.034906585039886584,0.001218469679146834,5.7201742325279415e-05,5.720174232527221e-05,7.20316818345057e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,31,-0.01543878777730962,-0.01543878777730962,0.03130676462226701,False,3.1261538658124834,3.157031441367103,179.115422619562,180.884577380438,0.0002383561680328049,0.034906585039886584,0.001218469679146834,6.611125946825968e-05,6.611125946826696e-05,7.277707082808949e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,32,-0.01745329251994329,-0.01745329251994329,0.03022998940390363,False,3.12413936106985,3.159045946109736,179.0,181.0,0.00030461741978670835,0.03490658503988659,0.0012184696791468343,7.473767804861161e-05,7.473767804861038e-05,1.2332799712022613e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,33,-0.019393059584528347,-0.019393059584528347,0.029023764729920333,False,3.1221995940052647,3.1609857131743215,178.88885953396078,181.11114046603922,0.00037609076004906675,0.03490658503988659,0.0012184696791468343,8.304405841762233e-05,8.304405841762577e-05,3.4423418976414766e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,34,-0.02124978259069578,-0.02124978259069578,0.027693255839554093,False,3.1203428709990972,3.162842436180489,178.78247714198255,181.21752285801745,0.0004515532601518374,0.03490658503988659,0.0012184696791468343,9.099483137933299e-05,9.099483137933045e-05,2.5343225781848666e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,35,-0.02301551076548388,-0.02301551076548388,0.0262441601761369,False,3.1185771428243094,3.164608164355277,178.68130836979986,181.31869163020014,0.0005297137357961044,0.03490658503988659,0.0012184696791468345,9.855595050329668e-05,9.855595050328389e-05,1.2793585635328952e-17,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,36,-0.0246826829897687,-0.0246826829897687,0.024682682989768702,False,3.1169099706000245,3.1662753365795617,178.58578643762692,181.41421356237308,0.000609234839573417,0.03490658503988659,0.0012184696791468343,0.00010569503791662054,0.00010569503791663451,1.3972655497906938e-17,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,37,-0.026244160176136882,-0.026244160176136882,0.023015510765483898,False,3.115348493413656,3.16783681376593,178.49632038504205,181.50367961495795,0.000688755943350729,0.034906585039886584,0.001218469679146834,0.00011238152295098793,0.0001123815229509828,5.1228552649940085e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,38,-0.027693255839554082,-0.027693255839554082,0.0212497825906958,False,3.113899397750239,3.1692859094293473,178.41329331941753,181.58670668058247,0.0007669164189949963,0.03490658503988659,0.0012184696791468345,0.00011858677305095393,0.00011858677305096044,6.5052130349130266e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,39,-0.029023764729920323,-0.029023764729920323,0.019393059584528364,False,3.112568888859873,3.1706164183197134,178.33706077539492,181.66293922460508,0.0008423789190977669,0.03490658503988659,0.0012184696791468345,0.00012428421638294312,0.00012428421638293816,4.960224939121183e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,40,-0.030229989403903625,-0.030229989403903625,0.017453292519943306,False,3.1113626641858896,3.1718226429936967,178.26794919243113,181.73205080756887,0.0009138522593601254,0.03490658503988659,0.0012184696791468345,0.00012944945561992052,0.00012944945561992396,3.4423418976414766e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,41,-0.031306764622267,-0.031306764622267,0.01543878777730964,False,3.110285888967526,3.1728994182120602,178.20625451693462,181.79374548306538,0.0009801135111140288,0.03490658503988659,0.0012184696791468343,0.00013406037241449144,0.00013406037241447955,1.1899118843028411e-17,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,42,-0.0322494794682159,-0.0322494794682159,0.013358171775207699,False,3.109343174121577,3.173842133058009,178.1522409349774,181.8477590650226,0.0010400289259708789,0.03490658503988659,0.0012184696791468345,0.00013809722211306078,0.00013809722211307468,1.3904892862126594e-17,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,43,-0.033054097092051725,-0.033054097092051725,0.011220354030780491,False,3.1085385564977415,3.1746467506818448,178.1061397410098,181.8938602589902,0.0010925733345707822,0.03490658503988659,0.0012184696791468343,0.00014154271830547067,0.00014154271830546516,5.502326025363935e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,44,-0.033717171997582084,-0.033717171997582084,0.009034489007813394,False,3.107875481592211,3.1753098255873753,178.06814834742187,181.93185165257813,0.0011368476875145334,0.03490658503988659,0.0012184696791468345,0.0001443821068480631,0.00014438210684806357,4.607859233063394e-19,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,45,-0.03423586479626438,-0.03423586479626438,0.006809936915914853,False,3.107356788793529,3.1758285183860573,178.03842943919355,181.96157056080645,0.0011720944383480946,0.03490658503988659,0.0012184696791468345,0.00014660322904318788,0.0001466032290431893,1.4094628242311558e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,46,-0.034607954365903484,-0.034607954365903484,0.004556223628661828,False,3.1069846992238896,3.1762006079556966,178.01711027725239,181.98288972274761,0.001197710505392458,0.03490658503988659,0.0012184696791468343,0.00014819657370461248,0.0001481965737046148,2.3310346708438345e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,47,-0.034831847361837975,-0.034831847361837975,0.0022829998923466987,False,3.106760806227955,3.176424500951631,178.00428215352278,181.99571784647722,0.001213257590638379,0.034906585039886584,0.001218469679146834,0.00014915531788588205,0.00014915531788587538,6.667843360785852e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,48,-0.03490658503988659,-0.03490658503988659,4.2748237638261996e-18,False,3.1066860685499065,3.1764992386296798,178.0,182.0,0.0012184696791468343,0.03490658503988659,0.0012184696791468343,0.00014947535609722328,0.00014947535609723117,7.887570804832045e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,49,-0.034831847361837975,-0.034831847361837975,-0.0022829998923466744,False,3.106760806227955,3.176424500951631,178.00428215352278,181.99571784647722,0.001213257590638379,0.034906585039886584,0.001218469679146834,0.00014915531788588205,0.00014915531788586844,1.360673726469308e-17,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,50,-0.03460795436590349,-0.03460795436590349,-0.004556223628661805,False,3.1069846992238896,3.1762006079556966,178.01711027725239,181.98288972274761,0.0011977105053924586,0.0349065850398866,0.0012184696791468347,0.0001481965737046125,0.00014819657370462175,9.242823520438925e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,51,-0.034235864796264386,-0.034235864796264386,-0.006809936915914828,False,3.107356788793529,3.1758285183860573,178.03842943919355,181.96157056080645,0.001172094438348095,0.0349065850398866,0.0012184696791468347,0.0001466032290431879,0.0001466032290431893,1.3823577699190182e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,52,-0.03371717199758209,-0.03371717199758209,-0.00903448900781337,False,3.107875481592211,3.1753098255873753,178.06814834742187,181.93185165257813,0.0011368476875145339,0.03490658503988659,0.0012184696791468345,0.00014438210684806314,0.00014438210684806357,4.336808689942018e-19,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,53,-0.03305409709205173,-0.03305409709205173,-0.011220354030780469,False,3.1085385564977415,3.1746467506818448,178.1061397410098,181.8938602589902,0.0010925733345707826,0.034906585039886584,0.001218469679146834,0.0001415427183054707,0.00014154271830546516,5.5294310796760726e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,54,-0.03224947946821591,-0.03224947946821591,-0.013358171775207676,False,3.109343174121577,3.173842133058009,178.1522409349774,181.8477590650226,0.0010400289259708793,0.03490658503988659,0.0012184696791468343,0.0001380972221130608,0.00013809722211307468,1.3877787807814457e-17,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,55,-0.03130676462226701,-0.03130676462226701,-0.015438787777309618,False,3.110285888967526,3.1728994182120602,178.20625451693462,181.79374548306538,0.0009801135111140293,0.034906585039886584,0.001218469679146834,0.00013406037241449147,0.00013406037241447955,1.1926223897340549e-17,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,56,-0.030229989403903635,-0.030229989403903635,-0.01745329251994329,False,3.1113626641858896,3.1718226429936967,178.26794919243113,181.73205080756887,0.0009138522593601261,0.03490658503988659,0.0012184696791468345,0.00012944945561992058,0.00012944945561992743,6.8575787409708155e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,57,-0.029023764729920336,-0.029023764729920336,-0.019393059584528347,False,3.112568888859873,3.1706164183197134,178.33706077539492,181.66293922460508,0.0008423789190977677,0.03490658503988659,0.0012184696791468345,0.00012428421638294317,0.0001242842163829451,1.9244588561617704e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,58,-0.027693255839554093,-0.027693255839554093,-0.02124978259069578,False,3.113899397750239,3.1692859094293473,178.41329331941753,181.58670668058247,0.0007669164189949969,0.03490658503988659,0.0012184696791468343,0.00011858677305095397,0.00011858677305095003,3.943785402416022e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,59,-0.0262441601761369,-0.0262441601761369,-0.02301551076548388,False,3.115348493413656,3.16783681376593,178.49632038504205,181.50367961495795,0.00068875594335073,0.03490658503988659,0.0012184696791468345,0.000112381522950988,0.00011238152295098974,1.748276003132876e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,60,-0.024682682989768716,-0.024682682989768716,-0.024682682989768688,False,3.1169099706000245,3.1662753365795617,178.58578643762692,181.41421356237308,0.0006092348395734179,0.03490658503988659,0.0012184696791468345,0.0001056950379166206,0.00010569503791663104,1.043544591017298e-17,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,61,-0.0230155107654839,-0.0230155107654839,-0.026244160176136882,False,3.1185771428243094,3.164608164355277,178.68130836979986,181.31869163020014,0.0005297137357961054,0.03490658503988659,0.0012184696791468345,9.855595050329676e-05,9.855595050328736e-05,9.405453846311751e-18,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,62,-0.0212497825906958,-0.0212497825906958,-0.02769325583955408,False,3.1203428709990972,3.162842436180489,178.78247714198255,181.21752285801745,0.00045155326015183827,0.03490658503988659,0.0012184696791468345,9.099483137933307e-05,9.099483137931658e-05,1.6493425548935736e-17,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,63,-0.01939305958452838,-0.01939305958452838,-0.029023764729920312,False,3.1221995940052647,3.1609857131743215,178.88885953396078,181.11114046603922,0.0003760907600490681,0.03490658503988659,0.0012184696791468345,8.304405841762248e-05,8.304405841765353e-05,3.1048839714553633e-17,0.0,0.0,0.0,False,False
near_pi_02deg,2.0,pass_through,pass,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,readout_off,False,64,-0.01745329251994331,-0.01745329251994331,-0.03022998940390362,False,3.12413936106985,3.159045946109736,179.0,181.0,0.00030461741978670906,0.03490658503988659,0.0012184696791468343,7.473767804861171e-05,7.473767804860865e-05,3.06287113727155e-18,0.0,0.0,0.0,False,False
