step,plane0_sigma0.333334
4960,1.0000000000000004
4980,1.000000000000001
5000,1.0000000000000007
5020,1.0000000000000002
5040,1.0000000000000004
5060,1.0000000000000009
5080,1.0000000000000004
5100,1.0000000000000002
5120,1.0000000000000004
5140,1.0000000000000002
5160,1.0000000000000004
5180,1.0000000000000004
5200,1.0000000000000002
5220,1.0000000000000004
5240,1.0000000000000007
5260,1.0000000000000007
5280,1.0000000000000007
5300,1.0000000000000007
5320,1.0000000000000009
5340,1.0000000000000004
5360,1.0000000000000007
5380,1.0000000000000007
5400,1.0000000000000004
5420,1.0000000000000009
5440,1.0000000000000007
5460,1.0000000000000004
5480,1.0000000000000007
5500,1.0000000000000007
5520,1.0000000000000007
5540,1.0000000000000007
5560,1.0000000000000002
5580,1.0000000000000004
5600,1.0000000000000002
5620,1.0000000000000004
5640,1.0000000000000002
5660,1.0000000000000007
5680,1.0000000000000009
5700,1.0000000000000004
5720,1.0000000000000002
5740,1.0000000000000002
5760,1.0000000000000007
5780,1.0000000000000007
5800,1.0000000000000004
5820,1.0000000000000007
5840,1.0000000000000004
5860,1.0000000000000002
5880,1.0000000000000002
5900,1.0000000000000004
5920,1.0000000000000007
5940,1.0000000000000004
5960,1.0000000000000002
5980,1.0000000000000002
6000,1.0000000000000004
6020,1.0000000000000002
6040,1.0000000000000002
6060,1.0000000000000007
6080,1.0000000000000002
6100,1.0000000000000004
6120,1.0000000000000007
6140,1.0000000000000004
6160,1.0000000000000007
6180,1.0000000000000007
6200,1.0000000000000002
6220,1.0000000000000007
6240,1.0000000000000009
6260,1.0000000000000002
6280,1.0000000000000002
6300,1.0000000000000004
6320,1.0000000000000007
6340,1.0000000000000004
6360,1.0000000000000004
6380,1.0000000000000007
6400,1.0000000000000004
6420,1.0000000000000002
6440,1.0000000000000004
6460,1.0000000000000007
6480,1.0000000000000009
6500,1.0000000000000002
6520,1.0000000000000002
6540,1.0000000000000002
6560,1.0000000000000007
6580,1.0000000000000007
6600,1.0000000000000002
6620,1.0000000000000004
6640,1.0000000000000004
6660,1.0000000000000002
6680,1.0000000000000004
6700,1.0000000000000004
6720,1.0000000000000002
6740,1.0000000000000004
6760,1.0000000000000007
6780,1.0000000000000007
6800,1.0000000000000004
6820,1.0000000000000007
6840,1.0000000000000009
6860,1.0
6880,1.0000000000000002
6900,1.0000000000000002
6920,1.0000000000000009
6940,1.0000000000000004
6960,1.0000000000000009
6980,1.0000000000000002
7000,1.0
7020,1.0000000000000004
7040,1.0000000000000007
7060,1.0000000000000002
7080,1.0000000000000007
7100,1.0000000000000004
7120,1.0000000000000007
7140,1.0000000000000004
7160,1.0000000000000004
7180,1.0000000000000004
7200,1.0000000000000007
7220,1.0000000000000004
7240,1.0000000000000007
7260,1.0000000000000002
7280,1.0000000000000004
7300,1.0000000000000007
7320,1.000000000000001
7340,1.0000000000000007
7360,1.0000000000000007
7380,1.0000000000000004
7400,1.0000000000000004
7420,1.0000000000000002
7440,1.0000000000000004
7460,1.0000000000000009
7480,1.0000000000000004
7500,1.0000000000000007
7520,1.0
7540,1.0000000000000009
7560,1.0000000000000007
7580,1.0000000000000007
7600,1.0000000000000004
7620,1.0000000000000002
7640,1.0000000000000002
7660,1.0000000000000002
7680,1.0000000000000007
7700,1.0000000000000004
7720,1.0000000000000007
7740,1.0000000000000009
7760,1.0000000000000002
7780,1.0000000000000004
7800,1.0000000000000009
7820,1.0000000000000009
7840,1.0000000000000004
7860,1.0000000000000007
7880,1.0000000000000007
7900,1.0000000000000004
7920,1.0000000000000007
7940,1.0000000000000009
7960,1.0000000000000002
7980,1.0000000000000004
8000,1.0000000000000004
8020,1.0000000000000002
8040,1.0000000000000002
8060,1.0000000000000002
8080,1.0000000000000004
8100,1.0000000000000007
8120,1.0000000000000007
8140,1.0000000000000009
8160,1.0000000000000004
8180,1.0000000000000007
8200,1.0000000000000009
8220,1.0000000000000002
8240,1.0000000000000002
8260,1.0000000000000002
8280,1.0000000000000007
8300,1.0000000000000002
8320,1.0000000000000002
8340,1.0000000000000007
8360,1.0000000000000007
8380,1.0000000000000002
8400,1.0000000000000004
8420,1.0000000000000002
8440,1.0000000000000009
8460,1.0000000000000007
8480,1.0000000000000004
8500,1.0000000000000002
8520,1.0000000000000007
8540,1.0000000000000007
8560,1.0000000000000007
8580,1.0000000000000004
8600,1.0000000000000009
8620,1.0000000000000007
8640,1.0
8660,1.0000000000000007
8680,1.0000000000000004
8700,1.0000000000000009
8720,1.0000000000000002
8740,1.0000000000000002
8760,1.0000000000000009
8780,1.0000000000000007
8800,1.0000000000000007
8820,1.0000000000000002
8840,1.0000000000000002
8860,1.0000000000000007
8880,1.0000000000000002
8900,1.0000000000000007
8920,1.0
8940,1.0000000000000009
8960,1.0000000000000007
8980,1.0000000000000007
9000,1.0000000000000004
9020,1.0000000000000002
9040,1.0000000000000004
9060,1.0000000000000007
9080,1.0000000000000002
9100,1.0000000000000002
9120,1.0000000000000004
9140,1.0000000000000007
9160,1.0000000000000002
9180,1.0
9200,1.0000000000000007
9220,1.0000000000000004
9240,1.0000000000000002
9260,1.0000000000000002
9280,1.0000000000000007
9300,1.0000000000000004
9320,1.0000000000000007
9340,1.0000000000000009
9360,1.0000000000000004
9380,1.0000000000000004
9400,1.0000000000000009
9420,1.0000000000000007
9440,1.0000000000000004
9460,1.0000000000000002
9480,1.0000000000000009
9500,1.0000000000000004
9520,1.0000000000000007
9540,1.0000000000000002
9560,1.0000000000000009
9580,1.0000000000000007
9600,1.0000000000000004
9620,1.0000000000000002
9640,1.0000000000000004
9660,1.0000000000000007
9680,1.0000000000000004
9700,1.0000000000000002
9720,1.0000000000000007
9740,1.0000000000000002
9760,1.0000000000000002
9780,1.0000000000000002
9800,1.0000000000000004
9820,1.0000000000000004
9840,1.0000000000000009
9860,1.0000000000000007
9880,1.0000000000000009
9900,1.0000000000000004
9920,1.0000000000000002
9940,1.0000000000000002
9960,1.0000000000000004
9980,1.0000000000000002
10000,1.0000000000000004
10020,1.0000000000000007
10040,1.0000000000000009
10060,1.0000000000000004
10080,1.0000000000000004
10100,1.0000000000000004
10120,1.0000000000000004
10140,1.0
10160,1.0000000000000009
10180,1.0000000000000002
10200,1.0000000000000009
10220,1.0000000000000007
10240,1.0000000000000002
10260,1.0000000000000004
10280,1.0000000000000002
10300,1.0000000000000009
10320,1.0000000000000004
10340,1.0000000000000004
10360,1.0000000000000002
10380,1.0000000000000007
10400,1.0000000000000007
10420,1.0000000000000004
10440,1.0000000000000002
10460,1.0000000000000002
10480,1.0
10500,1.0000000000000007
10520,1.0000000000000007
10540,1.0000000000000007
10560,1.0000000000000004
10580,1.0000000000000009
10600,1.0000000000000002
10620,1.0000000000000009
10640,1.0000000000000002
10660,1.0000000000000004
10680,1.0000000000000004
10700,1.0000000000000007
10720,1.0000000000000002
10740,1.0000000000000004
10760,1.0000000000000002
10780,1.0000000000000004
10800,1.0000000000000002
10820,1.0000000000000004
10840,1.0000000000000004
10860,1.0000000000000009
10880,1.0000000000000007
10900,1.0000000000000002
10920,1.0000000000000004
10940,1.0000000000000002
10960,1.0000000000000002
10980,1.0000000000000009
11000,1.0000000000000002
11020,1.0000000000000002
11040,1.0000000000000004
11060,1.0000000000000002
11080,1.0000000000000004
11100,1.0000000000000002
11120,1.0000000000000007
11140,1.0000000000000002
11160,1.0000000000000002
11180,1.0000000000000004
11200,1.0000000000000004
11220,1.0000000000000002
11240,1.0000000000000009
11260,1.0000000000000004
11280,1.0000000000000002
11300,1.0000000000000007
11320,1.0000000000000007
11340,1.0000000000000002
11360,1.0000000000000002
11380,1.0000000000000002
11400,1.0000000000000004
11420,1.0000000000000002
11440,1.0000000000000002
11460,1.0000000000000002
11480,1.0000000000000004
11500,1.0000000000000002
11520,1.0000000000000004
11540,1.0000000000000007
11560,1.0000000000000004
11580,1.0000000000000007
11600,1.0000000000000007
11620,1.0000000000000009
11640,1.0000000000000002
11660,1.0000000000000009
11680,1.0000000000000009
11700,1.0000000000000002
11720,1.0000000000000002
11740,1.0000000000000009
11760,1.0000000000000002
11780,1.0000000000000009
11800,1.0000000000000004
11820,1.0000000000000002
11840,1.0000000000000007
11860,1.0000000000000002
11880,1.0
11900,1.0000000000000002
11920,1.0000000000000002
11940,1.0000000000000002
11960,1.0000000000000004
11980,1.0000000000000007
12000,1.0000000000000004
12020,1.0000000000000007
12040,1.0000000000000009
12060,1.0000000000000002
12080,1.0000000000000002
12100,1.0000000000000004
12120,1.0000000000000009
12140,1.0000000000000007
12160,1.0000000000000002
12180,1.0000000000000004
12200,1.0000000000000002
12220,1.0000000000000007
12240,1.0000000000000009
12260,1.0000000000000004
12280,1.0000000000000007
12300,1.0000000000000004
12320,1.0000000000000009
12340,1.0000000000000007
12360,1.0000000000000009
12380,1.0000000000000004
12400,1.0000000000000007
12420,1.0000000000000004
12440,1.0000000000000004
12460,1.0000000000000002
12480,1.0000000000000002
12500,1.0000000000000004
12520,1.0000000000000007
12540,1.0000000000000009
12560,1.0000000000000004
12580,1.0000000000000007
12600,1.0000000000000004
12620,1.0000000000000002
12640,1.0000000000000004
12660,1.0000000000000007
12680,1.0000000000000007
12700,1.0000000000000007
12720,1.0000000000000004
12740,1.0000000000000007
12760,1.0000000000000004
12780,1.0000000000000007
12800,1.0000000000000007
12820,1.0000000000000004
12840,1.0000000000000007
12860,1.0000000000000004
12880,1.0000000000000004
12900,1.0000000000000002
12920,1.0000000000000002
12940,1.0000000000000004
12960,1.0000000000000004
12980,1.0000000000000002
13000,1.0000000000000002
13020,1.0000000000000007
13040,1.0000000000000002
13060,1.0000000000000007
13080,1.0000000000000004
13100,1.0000000000000004
13120,1.0000000000000004
13140,1.0000000000000002
13160,1.0000000000000004
13180,1.0000000000000002
13200,1.0000000000000009
13220,1.0000000000000007
13240,1.0000000000000007
13260,1.0000000000000004
13280,1.0000000000000007
13300,1.0000000000000007
13320,1.0000000000000004
13340,1.0000000000000009
13360,1.0000000000000004
13380,1.0000000000000009
13400,1.0000000000000002
13420,1.0000000000000004
13440,1.0000000000000002
13460,1.0000000000000004
13480,1.0000000000000009
13500,1.0000000000000004
13520,1.0000000000000004
13540,1.0000000000000002
13560,1.0000000000000002
13580,1.0000000000000009
13600,1.0000000000000009
13620,1.0000000000000004
13640,1.0000000000000002
13660,1.0000000000000007
13680,1.0000000000000007
13700,1.0000000000000002
13720,1.0000000000000002
13740,1.0000000000000007
13760,1.0000000000000004
13780,1.0000000000000002
13800,1.0000000000000007
13820,1.0000000000000004
13840,1.0000000000000007
13860,1.0000000000000002
13880,1.0000000000000007
13900,1.0000000000000007
13920,1.0000000000000009
13940,1.0000000000000009
13960,1.0000000000000004
13980,1.0000000000000004
14000,1.0000000000000002
14020,1.0000000000000004
14040,1.0000000000000004
14060,1.0000000000000004
14080,1.0000000000000002
14100,1.0000000000000007
14120,1.0000000000000009
14140,1.0000000000000007
14160,1.0000000000000004
14180,1.0000000000000004
14200,1.0000000000000007
14220,1.0000000000000002
14240,1.0000000000000004
14260,1.0000000000000002
14280,1.0000000000000009
14300,1.0000000000000007
14320,1.0000000000000004
14340,1.0000000000000002
14360,1.0000000000000004
14380,1.0000000000000002
14400,1.0000000000000004
14420,1.0000000000000002
14440,1.0000000000000007
14460,1.0000000000000004
14480,1.0000000000000007
14500,1.0000000000000004
14520,1.0000000000000007
14540,1.0000000000000004
14560,1.0000000000000009
14580,1.0000000000000002
14600,1.0000000000000004
14620,1.0000000000000007
14640,1.0000000000000004
14660,1.0000000000000004
14680,1.0000000000000007
14700,1.0000000000000004
14720,1.0000000000000004
14740,1.0000000000000002
14760,1.0000000000000007
14780,1.0000000000000007
14800,1.0000000000000004
14820,1.0000000000000007
14840,1.0
14860,1.0000000000000009
14880,1.0000000000000009
14900,1.0000000000000002
14920,1.0000000000000002
14940,1.0000000000000007
14960,1.0000000000000002
14980,1.0000000000000007
15000,1.0000000000000004
15020,1.0000000000000002
15040,1.0000000000000007
15060,1.0000000000000007
15080,1.0000000000000009
15100,1.0000000000000007
15120,1.0000000000000002
15140,1.0000000000000004
15160,1.0000000000000004
15180,1.0000000000000004
15200,1.0
15220,1.0000000000000004
15240,1.0000000000000004
15260,1.0000000000000009
15280,1.0000000000000002
15300,1.0000000000000004
15320,1.0000000000000007
15340,1.0000000000000004
15360,1.0000000000000004
15380,1.0000000000000004
15400,1.0000000000000002
15420,1.0000000000000002
15440,1.0000000000000002
15460,1.0000000000000004
15480,1.0000000000000004
15500,1.0000000000000009
15520,1.0000000000000004
15540,1.0000000000000004
15560,1.0000000000000004
15580,1.0000000000000007
15600,1.0000000000000002
15620,1.0000000000000004
15640,1.0000000000000004
15660,1.0000000000000002
15680,1.0000000000000007
15700,1.0000000000000002
15720,1.0000000000000004
15740,1.0000000000000004
15760,1.0000000000000004
15780,1.0000000000000002
15800,1.0000000000000002
15820,1.0000000000000007
15840,1.0000000000000009
15860,1.0000000000000002
15880,1.0000000000000004
15900,1.0000000000000002
15920,1.0000000000000004
15940,1.0000000000000004
15960,1.0000000000000009
15980,1.0000000000000002
16000,1.0000000000000009
16020,1.0000000000000009
16040,1.0000000000000007
16060,1.0000000000000007
16080,1.0000000000000002
16100,1.0000000000000004
16120,1.0000000000000007
16140,1.0000000000000004
16160,1.0000000000000009
16180,1.0000000000000004
16200,1.0000000000000007
16220,1.0000000000000004
16240,1.0000000000000002
16260,1.0000000000000002
16280,1.0000000000000004
16300,1.0000000000000007
16320,1.0000000000000002
16340,1.0000000000000002
16360,1.0000000000000009
16380,1.0000000000000002
16400,1.0000000000000004
16420,1.0000000000000007
16440,1.0000000000000002
16460,1.0000000000000004
16480,1.0
16500,1.0000000000000004
16520,1.0000000000000007
16540,1.0000000000000002
16560,1.0000000000000009
16580,1.0000000000000004
16600,1.0000000000000004
16620,1.0000000000000009
16640,1.0000000000000002
16660,1.0000000000000007
16680,1.0000000000000004
16700,1.0000000000000002
16720,1.0000000000000007
16740,1.0000000000000007
16760,1.0000000000000007
16780,1.0000000000000004
16800,1.0000000000000004
16820,1.0000000000000007
16840,1.0000000000000009
16860,1.0000000000000007
16880,1.0000000000000007
16900,1.0000000000000002
16920,1.0000000000000007
16940,1.0000000000000004
16960,1.0000000000000002
16980,1.0000000000000007
17000,1.0000000000000007
17020,1.0000000000000002
17040,1.0000000000000009
17060,1.0000000000000004
17080,1.0000000000000002
17100,1.0000000000000007
17120,1.0000000000000004
17140,1.0000000000000004
17160,1.0000000000000002
17180,1.0000000000000002
17200,1.0000000000000007
17220,1.0000000000000004
17240,1.0000000000000007
17260,1.0000000000000007
17280,1.0000000000000007
17300,1.0000000000000007
17320,1.0000000000000004
17340,1.0000000000000007
17360,1.0000000000000007
17380,1.0000000000000004
17400,1.0000000000000002
17420,1.0000000000000004
17440,1.000000000000001
17460,1.0000000000000004
17480,1.0000000000000002
17500,1.0000000000000007
17520,1.0000000000000007
17540,1.0000000000000009
17560,1.0000000000000002
17580,1.0000000000000002
17600,1.0000000000000002
17620,1.0000000000000004
17640,1.0000000000000009
17660,1.0000000000000007
17680,1.0000000000000004
17700,1.0000000000000002
17720,1.0000000000000004
17740,1.0000000000000007
17760,1.0000000000000007
17780,1.0000000000000004
17800,1.0000000000000007
17820,1.0000000000000004
17840,1.0000000000000002
17860,1.0000000000000007
17880,1.0000000000000004
17900,1.0000000000000007
17920,1.0000000000000009
17940,1.0000000000000009
17960,1.0000000000000007
17980,1.0000000000000004
18000,1.0000000000000007
18020,1.0000000000000004
18040,1.0000000000000007
18060,1.0000000000000007
18080,1.0000000000000002
18100,1.0000000000000004
18120,1.0000000000000007
18140,1.0000000000000004
18160,1.0000000000000004
18180,1.0000000000000009
18200,1.0000000000000004
18220,1.0000000000000002
18240,1.0000000000000007
18260,1.0000000000000007
18280,1.0000000000000007
18300,1.0000000000000004
18320,1.0000000000000007
18340,1.0000000000000009
18360,1.0000000000000007
18380,1.0000000000000004
18400,1.0000000000000004
18420,1.0000000000000004
18440,1.0000000000000002
18460,1.0000000000000002
18480,1.0000000000000004
18500,1.0000000000000004
18520,1.0000000000000002
18540,1.0000000000000002
18560,1.0000000000000007
18580,1.0000000000000007
18600,1.0000000000000004
18620,1.0000000000000007
18640,1.0000000000000009
18660,1.0000000000000002
18680,1.0000000000000007
18700,1.0000000000000002
18720,1.0000000000000009
18740,1.0000000000000004
18760,1.0000000000000007
18780,1.0000000000000002
18800,1.0000000000000007
18820,1.0000000000000004
18840,1.0000000000000004
18860,1.0000000000000002
18880,1.0000000000000004
18900,1.0000000000000004
18920,1.0000000000000009
18940,1.0000000000000002
18960,1.0000000000000009
18980,1.0000000000000007
19000,1.0000000000000009
19020,1.0000000000000009
19040,1.0000000000000007
19060,1.0000000000000002
19080,1.0000000000000009
19100,1.0000000000000004
19120,1.0000000000000004
19140,1.0000000000000004
19160,1.0000000000000007
19180,1.0000000000000004
19200,1.0000000000000007
19220,1.0000000000000004
19240,1.0000000000000002
19260,1.0000000000000002
19280,1.0000000000000004
19300,1.0000000000000007
19320,1.0000000000000002
19340,1.0000000000000004
19360,1.0000000000000007
19380,1.0000000000000007
19400,1.0000000000000004
19420,1.0000000000000007
19440,1.0000000000000002
19460,1.0000000000000009
19480,1.0000000000000004
19500,1.0000000000000004
19520,1.0000000000000002
19540,1.0000000000000004
19560,1.0000000000000009
19580,1.0000000000000007
19600,1.0000000000000009
19620,1.0000000000000004
19640,1.0000000000000007
19660,1.0000000000000009
19680,1.0000000000000004
19700,1.0000000000000002
19720,1.0000000000000004
19740,1.0000000000000007
19760,1.0000000000000002
19780,1.0000000000000004
19800,1.0000000000000007
19820,1.0000000000000002
19840,1.0000000000000004
19860,1.0000000000000004
19880,1.0000000000000004
19900,1.0000000000000002
19920,1.0000000000000007
19940,1.0000000000000007
19960,1.0000000000000002
19980,1.0000000000000004
20000,1.0000000000000004
20020,1.0000000000000007
20040,1.0000000000000004
20060,1.0000000000000007
20080,1.0000000000000009
20100,1.0000000000000002
20120,1.0000000000000007
20140,1.0000000000000004
20160,1.0000000000000004
20180,1.0000000000000009
20200,1.0000000000000002
20220,1.0000000000000004
20240,1.0000000000000007
20260,1.0000000000000002
20280,1.0000000000000009
20300,1.0000000000000004
20320,1.0000000000000007
20340,1.0000000000000002
20360,1.0000000000000002
20380,1.000000000000001
20400,1.0000000000000007
20420,1.0000000000000009
20440,1.0000000000000002
20460,1.0000000000000002
20480,1.0000000000000002
20500,1.0000000000000009
20520,1.0000000000000007
20540,1.0000000000000002
20560,1.0000000000000004
20580,1.0000000000000004
20600,1.0000000000000002
20620,1.0000000000000009
20640,1.0000000000000009
20660,1.0000000000000007
20680,1.0000000000000002
20700,1.0000000000000007
20720,1.0000000000000002
20740,1.0000000000000004
20760,1.0000000000000007
20780,1.0000000000000009
20800,1.0000000000000007
20820,1.0000000000000004
20840,1.0000000000000009
20860,1.0000000000000002
20880,1.0000000000000004
20900,1.0000000000000007
20920,1.0000000000000002
20940,1.0000000000000009
20960,1.0000000000000002
20980,1.0000000000000007
21000,1.0000000000000002
21020,1.0000000000000002
21040,1.0000000000000007
21060,1.0000000000000007
21080,1.0000000000000009
21100,1.0000000000000009
21120,1.0000000000000004
21140,1.0000000000000002
21160,1.0000000000000004
21180,1.0000000000000009
21200,1.0000000000000004
21220,1.0000000000000002
21240,1.0000000000000002
21260,1.0000000000000007
21280,1.0
21300,1.0000000000000002
21320,1.0000000000000007
21340,1.0000000000000007
21360,1.0000000000000002
21380,1.0000000000000007
21400,1.0000000000000009
21420,1.0000000000000004
21440,1.0000000000000007
21460,1.0000000000000007
21480,1.0000000000000004
21500,1.0000000000000007
21520,1.0000000000000007
21540,1.0000000000000007
21560,1.0000000000000002
21580,1.0000000000000009
21600,1.0000000000000007
21620,1.0000000000000007
21640,1.0000000000000002
21660,1.0000000000000002
21680,1.0000000000000007
21700,1.0000000000000007
21720,1.0000000000000002
21740,1.0000000000000004
21760,1.0000000000000004
21780,1.0000000000000007
21800,1.0000000000000009
21820,1.0000000000000007
21840,1.0000000000000002
21860,1.0000000000000002
21880,1.0000000000000004
21900,1.0000000000000002
21920,1.0000000000000007
21940,1.0000000000000007
21960,1.0000000000000004
21980,1.0000000000000002
22000,1.0000000000000002
22020,1.0000000000000004
22040,1.0000000000000009
22060,1.0000000000000007
22080,1.0000000000000004
22100,1.0000000000000002
22120,1.0000000000000002
22140,1.0000000000000004
22160,1.0000000000000004
22180,1.0000000000000004
22200,1.0000000000000007
22220,1.0000000000000002
22240,1.0000000000000002
22260,1.0000000000000004
22280,1.0000000000000002
22300,1.0000000000000004
22320,1.0000000000000007
22340,1.0000000000000007
22360,1.0000000000000004
22380,1.0000000000000004
22400,1.0000000000000004
22420,1.0000000000000002
22440,1.0000000000000002
22460,1.0000000000000009
22480,1.0000000000000002
22500,1.0000000000000004
22520,1.0000000000000004
22540,1.0000000000000009
22560,1.0000000000000004
22580,1.0000000000000004
22600,1.0000000000000002
22620,1.0000000000000004
22640,1.0000000000000002
22660,1.0000000000000004
22680,1.0000000000000007
22700,1.0000000000000002
22720,1.0000000000000009
22740,1.0000000000000009
22760,1.0000000000000002
22780,1.0000000000000004
22800,1.0000000000000004
22820,1.0000000000000007
22840,1.0000000000000007
22860,1.0000000000000002
22880,1.0000000000000002
22900,1.0000000000000007
22920,1.0
22940,1.0000000000000007
22960,1.0000000000000002
22980,1.0000000000000002
23000,1.0000000000000007
23020,1.0000000000000002
23040,1.0000000000000004
23060,1.0000000000000002
23080,1.0000000000000002
23100,1.0000000000000004
23120,1.0000000000000004
23140,1.0000000000000004
23160,1.0000000000000007
23180,1.0000000000000002
23200,1.0000000000000004
23220,1.0000000000000004
23240,1.0000000000000007
23260,1.0000000000000004
23280,1.0000000000000007
23300,1.0000000000000007
23320,1.0000000000000002
23340,1.0000000000000004
23360,1.0000000000000004
23380,1.0000000000000002
23400,1.0000000000000007
23420,1.0000000000000004
23440,1.0000000000000004
23460,1.0000000000000002
23480,1.0000000000000002
23500,1.0000000000000004
