phase,case,step,particle,gauge,chi_read,tau_read,delta_chi_read,R_read,eta_mode,delta_chi_gauge_offset,delta_tau_gauge_offset,phase_bias,gain,nh_c
phase0_no_coupling,no_coupling,15,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,15,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,15,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,15,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,15,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,15,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,15,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,15,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,15,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,15,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,15,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,15,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,15,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,15,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,15,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,15,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,15,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,15,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,15,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,15,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,15,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,15,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,15,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,16,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,16,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,16,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,16,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,16,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,16,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,16,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,16,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,16,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,16,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,16,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,16,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,16,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,16,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,16,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,16,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,16,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,16,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,16,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,16,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,16,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,16,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,16,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,16,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,16,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,16,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,16,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,17,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,17,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,17,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,17,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,17,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,17,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,17,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,17,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,17,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,17,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,17,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,17,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,17,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,17,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,17,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,17,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,17,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,17,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,17,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,17,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,17,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,17,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,17,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,17,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,17,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,17,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,17,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,18,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,18,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,18,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,18,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,18,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,18,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,18,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,18,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,18,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,18,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,18,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,18,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,18,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,18,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,18,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,18,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,18,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,18,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,18,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,18,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,18,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,18,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,18,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,18,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,18,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,18,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,18,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,19,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,19,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,19,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,19,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,19,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,19,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,19,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,19,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,19,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,19,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,19,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,19,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,19,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,19,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,19,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,19,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,19,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,19,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,19,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,19,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,19,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,19,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,19,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,19,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,19,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,19,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,19,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,20,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,20,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,20,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,20,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,20,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,20,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,20,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,20,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,20,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,20,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,20,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,20,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,20,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,20,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,20,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,20,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,20,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,20,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,20,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,20,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,20,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,20,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,20,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,20,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,20,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,20,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,20,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,21,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,21,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,21,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,21,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,21,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,21,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,21,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,21,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,21,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,21,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,21,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,21,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,21,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,21,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,21,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,21,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,21,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,21,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,21,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,21,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,21,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,21,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,21,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,21,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,21,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,21,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,21,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,22,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,22,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,22,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,22,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,22,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,22,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,22,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,22,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,22,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,22,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,22,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,22,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,22,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,22,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase0_no_coupling,no_coupling,22,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase0_no_coupling,no_coupling,22,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase0_no_coupling,no_coupling,22,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase0_no_coupling,no_coupling,22,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase0_no_coupling,no_coupling,22,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase0_no_coupling,no_coupling,22,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
