K,m_a,m_b,K_factors,m_a_factors,m_b_factors,both_prime,gcd_ma_mb,coprime_exponents,gcd_K_ma,gcd_K_mb,order_a,order_b,gcd_orders,pair_order,cartesian_size,crt_independent,smallest_common_generator_exponent_d,reduced_a_over_d,reduced_b_over_d,pair_uses_full_ZK,pair_has_shorter_cycle,direct_integer_multiple
16,5,11,2^4,5,11,True,1,True,1,1,16,16,16,16,256,False,1,5,11,True,False,False
16,5,12,2^4,5,2^2*3,False,1,True,1,4,16,4,4,16,64,False,1,5,12,True,False,False
16,5,13,2^4,5,13,True,1,True,1,1,16,16,16,16,256,False,1,5,13,True,False,False
16,5,14,2^4,5,2*7,False,1,True,1,2,16,8,8,16,128,False,1,5,14,True,False,False
16,5,15,2^4,5,3*5,False,5,False,1,1,16,16,16,16,256,False,1,5,15,True,False,True
16,6,7,2^4,2*3,7,False,1,True,2,1,8,16,8,16,128,False,1,6,7,True,False,False
16,6,8,2^4,2*3,2^3,False,2,False,2,8,8,2,2,8,16,False,2,3,4,False,True,False
16,6,9,2^4,2*3,3^2,False,3,False,2,1,8,16,8,16,128,False,1,6,9,True,False,False
16,6,10,2^4,2*3,2*5,False,2,False,2,2,8,8,8,8,64,False,2,3,5,False,True,False
16,6,11,2^4,2*3,11,False,1,True,2,1,8,16,8,16,128,False,1,6,11,True,False,False
16,6,12,2^4,2*3,2^2*3,False,6,False,2,4,8,4,4,8,32,False,2,3,6,False,True,True
16,6,13,2^4,2*3,13,False,1,True,2,1,8,16,8,16,128,False,1,6,13,True,False,False
16,6,14,2^4,2*3,2*7,False,2,False,2,2,8,8,8,8,64,False,2,3,7,False,True,False
16,6,15,2^4,2*3,3*5,False,3,False,2,1,8,16,8,16,128,False,1,6,15,True,False,False
16,7,8,2^4,7,2^3,False,1,True,1,8,16,2,2,16,32,False,1,7,8,True,False,False
16,7,9,2^4,7,3^2,False,1,True,1,1,16,16,16,16,256,False,1,7,9,True,False,False
16,7,10,2^4,7,2*5,False,1,True,1,2,16,8,8,16,128,False,1,7,10,True,False,False
16,7,11,2^4,7,11,True,1,True,1,1,16,16,16,16,256,False,1,7,11,True,False,False
16,7,12,2^4,7,2^2*3,False,1,True,1,4,16,4,4,16,64,False,1,7,12,True,False,False
16,7,13,2^4,7,13,True,1,True,1,1,16,16,16,16,256,False,1,7,13,True,False,False
16,7,14,2^4,7,2*7,False,7,False,1,2,16,8,8,16,128,False,1,7,14,True,False,True
16,7,15,2^4,7,3*5,False,1,True,1,1,16,16,16,16,256,False,1,7,15,True,False,False
16,8,9,2^4,2^3,3^2,False,1,True,8,1,2,16,2,16,32,False,1,8,9,True,False,False
16,8,10,2^4,2^3,2*5,False,2,False,8,2,2,8,2,8,16,False,2,4,5,False,True,False
16,8,11,2^4,2^3,11,False,1,True,8,1,2,16,2,16,32,False,1,8,11,True,False,False
16,8,12,2^4,2^3,2^2*3,False,4,False,8,4,2,4,2,4,8,False,4,2,3,False,True,False
16,8,13,2^4,2^3,13,False,1,True,8,1,2,16,2,16,32,False,1,8,13,True,False,False
16,8,14,2^4,2^3,2*7,False,2,False,8,2,2,8,2,8,16,False,2,4,7,False,True,False
16,8,15,2^4,2^3,3*5,False,1,True,8,1,2,16,2,16,32,False,1,8,15,True,False,False
16,9,10,2^4,3^2,2*5,False,1,True,1,2,16,8,8,16,128,False,1,9,10,True,False,False
16,9,11,2^4,3^2,11,False,1,True,1,1,16,16,16,16,256,False,1,9,11,True,False,False
16,9,12,2^4,3^2,2^2*3,False,3,False,1,4,16,4,4,16,64,False,1,9,12,True,False,False
16,9,13,2^4,3^2,13,False,1,True,1,1,16,16,16,16,256,False,1,9,13,True,False,False
16,9,14,2^4,3^2,2*7,False,1,True,1,2,16,8,8,16,128,False,1,9,14,True,False,False
16,9,15,2^4,3^2,3*5,False,3,False,1,1,16,16,16,16,256,False,1,9,15,True,False,False
16,10,11,2^4,2*5,11,False,1,True,2,1,8,16,8,16,128,False,1,10,11,True,False,False
16,10,12,2^4,2*5,2^2*3,False,2,False,2,4,8,4,4,8,32,False,2,5,6,False,True,False
16,10,13,2^4,2*5,13,False,1,True,2,1,8,16,8,16,128,False,1,10,13,True,False,False
16,10,14,2^4,2*5,2*7,False,2,False,2,2,8,8,8,8,64,False,2,5,7,False,True,False
16,10,15,2^4,2*5,3*5,False,5,False,2,1,8,16,8,16,128,False,1,10,15,True,False,False
16,11,12,2^4,11,2^2*3,False,1,True,1,4,16,4,4,16,64,False,1,11,12,True,False,False
16,11,13,2^4,11,13,True,1,True,1,1,16,16,16,16,256,False,1,11,13,True,False,False
16,11,14,2^4,11,2*7,False,1,True,1,2,16,8,8,16,128,False,1,11,14,True,False,False
16,11,15,2^4,11,3*5,False,1,True,1,1,16,16,16,16,256,False,1,11,15,True,False,False
16,12,13,2^4,2^2*3,13,False,1,True,4,1,4,16,4,16,64,False,1,12,13,True,False,False
16,12,14,2^4,2^2*3,2*7,False,2,False,4,2,4,8,4,8,32,False,2,6,7,False,True,False
16,12,15,2^4,2^2*3,3*5,False,3,False,4,1,4,16,4,16,64,False,1,12,15,True,False,False
16,13,14,2^4,13,2*7,False,1,True,1,2,16,8,8,16,128,False,1,13,14,True,False,False
16,13,15,2^4,13,3*5,False,1,True,1,1,16,16,16,16,256,False,1,13,15,True,False,False
16,14,15,2^4,2*7,3*5,False,1,True,2,1,8,16,8,16,128,False,1,14,15,True,False,False
18,1,2,2*3^2,1,2,False,1,True,1,2,18,9,9,18,162,False,1,1,2,True,False,True
18,1,3,2*3^2,1,3,False,1,True,1,3,18,6,6,18,108,False,1,1,3,True,False,True
18,1,4,2*3^2,1,2^2,False,1,True,1,2,18,9,9,18,162,False,1,1,4,True,False,True
18,1,5,2*3^2,1,5,False,1,True,1,1,18,18,18,18,324,False,1,1,5,True,False,True
18,1,6,2*3^2,1,2*3,False,1,True,1,6,18,3,3,18,54,False,1,1,6,True,False,True
18,1,7,2*3^2,1,7,False,1,True,1,1,18,18,18,18,324,False,1,1,7,True,False,True
18,1,8,2*3^2,1,2^3,False,1,True,1,2,18,9,9,18,162,False,1,1,8,True,False,True
18,1,9,2*3^2,1,3^2,False,1,True,1,9,18,2,2,18,36,False,1,1,9,True,False,True
18,1,10,2*3^2,1,2*5,False,1,True,1,2,18,9,9,18,162,False,1,1,10,True,False,True
18,1,11,2*3^2,1,11,False,1,True,1,1,18,18,18,18,324,False,1,1,11,True,False,True
18,1,12,2*3^2,1,2^2*3,False,1,True,1,6,18,3,3,18,54,False,1,1,12,True,False,True
18,1,13,2*3^2,1,13,False,1,True,1,1,18,18,18,18,324,False,1,1,13,True,False,True
18,1,14,2*3^2,1,2*7,False,1,True,1,2,18,9,9,18,162,False,1,1,14,True,False,True
18,1,15,2*3^2,1,3*5,False,1,True,1,3,18,6,6,18,108,False,1,1,15,True,False,True
18,1,16,2*3^2,1,2^4,False,1,True,1,2,18,9,9,18,162,False,1,1,16,True,False,True
18,1,17,2*3^2,1,17,False,1,True,1,1,18,18,18,18,324,False,1,1,17,True,False,True
18,2,3,2*3^2,2,3,True,1,True,2,3,9,6,3,18,54,False,1,2,3,True,False,False
18,2,4,2*3^2,2,2^2,False,2,False,2,2,9,9,9,9,81,False,2,1,2,False,True,True
18,2,5,2*3^2,2,5,True,1,True,2,1,9,18,9,18,162,False,1,2,5,True,False,False
18,2,6,2*3^2,2,2*3,False,2,False,2,6,9,3,3,9,27,False,2,1,3,False,True,True
18,2,7,2*3^2,2,7,True,1,True,2,1,9,18,9,18,162,False,1,2,7,True,False,False
18,2,8,2*3^2,2,2^3,False,2,False,2,2,9,9,9,9,81,False,2,1,4,False,True,True
18,2,9,2*3^2,2,3^2,False,1,True,2,9,9,2,1,18,18,True,1,2,9,True,False,False
18,2,10,2*3^2,2,2*5,False,2,False,2,2,9,9,9,9,81,False,2,1,5,False,True,True
18,2,11,2*3^2,2,11,True,1,True,2,1,9,18,9,18,162,False,1,2,11,True,False,False
18,2,12,2*3^2,2,2^2*3,False,2,False,2,6,9,3,3,9,27,False,2,1,6,False,True,True
18,2,13,2*3^2,2,13,True,1,True,2,1,9,18,9,18,162,False,1,2,13,True,False,False
18,2,14,2*3^2,2,2*7,False,2,False,2,2,9,9,9,9,81,False,2,1,7,False,True,True
18,2,15,2*3^2,2,3*5,False,1,True,2,3,9,6,3,18,54,False,1,2,15,True,False,False
18,2,16,2*3^2,2,2^4,False,2,False,2,2,9,9,9,9,81,False,2,1,8,False,True,True
18,2,17,2*3^2,2,17,True,1,True,2,1,9,18,9,18,162,False,1,2,17,True,False,False
18,3,4,2*3^2,3,2^2,False,1,True,3,2,6,9,3,18,54,False,1,3,4,True,False,False
18,3,5,2*3^2,3,5,True,1,True,3,1,6,18,6,18,108,False,1,3,5,True,False,False
18,3,6,2*3^2,3,2*3,False,3,False,3,6,6,3,3,6,18,False,3,1,2,False,True,True
18,3,7,2*3^2,3,7,True,1,True,3,1,6,18,6,18,108,False,1,3,7,True,False,False
18,3,8,2*3^2,3,2^3,False,1,True,3,2,6,9,3,18,54,False,1,3,8,True,False,False
18,3,9,2*3^2,3,3^2,False,3,False,3,9,6,2,2,6,12,False,3,1,3,False,True,True
18,3,10,2*3^2,3,2*5,False,1,True,3,2,6,9,3,18,54,False,1,3,10,True,False,False
18,3,11,2*3^2,3,11,True,1,True,3,1,6,18,6,18,108,False,1,3,11,True,False,False
18,3,12,2*3^2,3,2^2*3,False,3,False,3,6,6,3,3,6,18,False,3,1,4,False,True,True
18,3,13,2*3^2,3,13,True,1,True,3,1,6,18,6,18,108,False,1,3,13,True,False,False
18,3,14,2*3^2,3,2*7,False,1,True,3,2,6,9,3,18,54,False,1,3,14,True,False,False
18,3,15,2*3^2,3,3*5,False,3,False,3,3,6,6,6,6,36,False,3,1,5,False,True,True
18,3,16,2*3^2,3,2^4,False,1,True,3,2,6,9,3,18,54,False,1,3,16,True,False,False
18,3,17,2*3^2,3,17,True,1,True,3,1,6,18,6,18,108,False,1,3,17,True,False,False
18,4,5,2*3^2,2^2,5,False,1,True,2,1,9,18,9,18,162,False,1,4,5,True,False,False
18,4,6,2*3^2,2^2,2*3,False,2,False,2,6,9,3,3,9,27,False,2,2,3,False,True,False
18,4,7,2*3^2,2^2,7,False,1,True,2,1,9,18,9,18,162,False,1,4,7,True,False,False
18,4,8,2*3^2,2^2,2^3,False,4,False,2,2,9,9,9,9,81,False,2,2,4,False,True,True
18,4,9,2*3^2,2^2,3^2,False,1,True,2,9,9,2,1,18,18,True,1,4,9,True,False,False
18,4,10,2*3^2,2^2,2*5,False,2,False,2,2,9,9,9,9,81,False,2,2,5,False,True,False
18,4,11,2*3^2,2^2,11,False,1,True,2,1,9,18,9,18,162,False,1,4,11,True,False,False
18,4,12,2*3^2,2^2,2^2*3,False,4,False,2,6,9,3,3,9,27,False,2,2,6,False,True,True
18,4,13,2*3^2,2^2,13,False,1,True,2,1,9,18,9,18,162,False,1,4,13,True,False,False
18,4,14,2*3^2,2^2,2*7,False,2,False,2,2,9,9,9,9,81,False,2,2,7,False,True,False
18,4,15,2*3^2,2^2,3*5,False,1,True,2,3,9,6,3,18,54,False,1,4,15,True,False,False
18,4,16,2*3^2,2^2,2^4,False,4,False,2,2,9,9,9,9,81,False,2,2,8,False,True,True
18,4,17,2*3^2,2^2,17,False,1,True,2,1,9,18,9,18,162,False,1,4,17,True,False,False
18,5,6,2*3^2,5,2*3,False,1,True,1,6,18,3,3,18,54,False,1,5,6,True,False,False
18,5,7,2*3^2,5,7,True,1,True,1,1,18,18,18,18,324,False,1,5,7,True,False,False
18,5,8,2*3^2,5,2^3,False,1,True,1,2,18,9,9,18,162,False,1,5,8,True,False,False
18,5,9,2*3^2,5,3^2,False,1,True,1,9,18,2,2,18,36,False,1,5,9,True,False,False
18,5,10,2*3^2,5,2*5,False,5,False,1,2,18,9,9,18,162,False,1,5,10,True,False,True
18,5,11,2*3^2,5,11,True,1,True,1,1,18,18,18,18,324,False,1,5,11,True,False,False
18,5,12,2*3^2,5,2^2*3,False,1,True,1,6,18,3,3,18,54,False,1,5,12,True,False,False
18,5,13,2*3^2,5,13,True,1,True,1,1,18,18,18,18,324,False,1,5,13,True,False,False
18,5,14,2*3^2,5,2*7,False,1,True,1,2,18,9,9,18,162,False,1,5,14,True,False,False
18,5,15,2*3^2,5,3*5,False,5,False,1,3,18,6,6,18,108,False,1,5,15,True,False,True
18,5,16,2*3^2,5,2^4,False,1,True,1,2,18,9,9,18,162,False,1,5,16,True,False,False
18,5,17,2*3^2,5,17,True,1,True,1,1,18,18,18,18,324,False,1,5,17,True,False,False
18,6,7,2*3^2,2*3,7,False,1,True,6,1,3,18,3,18,54,False,1,6,7,True,False,False
18,6,8,2*3^2,2*3,2^3,False,2,False,6,2,3,9,3,9,27,False,2,3,4,False,True,False
18,6,9,2*3^2,2*3,3^2,False,3,False,6,9,3,2,1,6,6,True,3,2,3,False,True,False
18,6,10,2*3^2,2*3,2*5,False,2,False,6,2,3,9,3,9,27,False,2,3,5,False,True,False
18,6,11,2*3^2,2*3,11,False,1,True,6,1,3,18,3,18,54,False,1,6,11,True,False,False
18,6,12,2*3^2,2*3,2^2*3,False,6,False,6,6,3,3,3,3,9,False,6,1,2,False,True,True
18,6,13,2*3^2,2*3,13,False,1,True,6,1,3,18,3,18,54,False,1,6,13,True,False,False
18,6,14,2*3^2,2*3,2*7,False,2,False,6,2,3,9,3,9,27,False,2,3,7,False,True,False
18,6,15,2*3^2,2*3,3*5,False,3,False,6,3,3,6,3,6,18,False,3,2,5,False,True,False
18,6,16,2*3^2,2*3,2^4,False,2,False,6,2,3,9,3,9,27,False,2,3,8,False,True,False
18,6,17,2*3^2,2*3,17,False,1,True,6,1,3,18,3,18,54,False,1,6,17,True,False,False
18,7,8,2*3^2,7,2^3,False,1,True,1,2,18,9,9,18,162,False,1,7,8,True,False,False
18,7,9,2*3^2,7,3^2,False,1,True,1,9,18,2,2,18,36,False,1,7,9,True,False,False
18,7,10,2*3^2,7,2*5,False,1,True,1,2,18,9,9,18,162,False,1,7,10,True,False,False
18,7,11,2*3^2,7,11,True,1,True,1,1,18,18,18,18,324,False,1,7,11,True,False,False
18,7,12,2*3^2,7,2^2*3,False,1,True,1,6,18,3,3,18,54,False,1,7,12,True,False,False
18,7,13,2*3^2,7,13,True,1,True,1,1,18,18,18,18,324,False,1,7,13,True,False,False
18,7,14,2*3^2,7,2*7,False,7,False,1,2,18,9,9,18,162,False,1,7,14,True,False,True
18,7,15,2*3^2,7,3*5,False,1,True,1,3,18,6,6,18,108,False,1,7,15,True,False,False
18,7,16,2*3^2,7,2^4,False,1,True,1,2,18,9,9,18,162,False,1,7,16,True,False,False
18,7,17,2*3^2,7,17,True,1,True,1,1,18,18,18,18,324,False,1,7,17,True,False,False
18,8,9,2*3^2,2^3,3^2,False,1,True,2,9,9,2,1,18,18,True,1,8,9,True,False,False
18,8,10,2*3^2,2^3,2*5,False,2,False,2,2,9,9,9,9,81,False,2,4,5,False,True,False
18,8,11,2*3^2,2^3,11,False,1,True,2,1,9,18,9,18,162,False,1,8,11,True,False,False
18,8,12,2*3^2,2^3,2^2*3,False,4,False,2,6,9,3,3,9,27,False,2,4,6,False,True,False
18,8,13,2*3^2,2^3,13,False,1,True,2,1,9,18,9,18,162,False,1,8,13,True,False,False
18,8,14,2*3^2,2^3,2*7,False,2,False,2,2,9,9,9,9,81,False,2,4,7,False,True,False
18,8,15,2*3^2,2^3,3*5,False,1,True,2,3,9,6,3,18,54,False,1,8,15,True,False,False
18,8,16,2*3^2,2^3,2^4,False,8,False,2,2,9,9,9,9,81,False,2,4,8,False,True,True
18,8,17,2*3^2,2^3,17,False,1,True,2,1,9,18,9,18,162,False,1,8,17,True,False,False
18,9,10,2*3^2,3^2,2*5,False,1,True,9,2,2,9,1,18,18,True,1,9,10,True,False,False
18,9,11,2*3^2,3^2,11,False,1,True,9,1,2,18,2,18,36,False,1,9,11,True,False,False
18,9,12,2*3^2,3^2,2^2*3,False,3,False,9,6,2,3,1,6,6,True,3,3,4,False,True,False
18,9,13,2*3^2,3^2,13,False,1,True,9,1,2,18,2,18,36,False,1,9,13,True,False,False
18,9,14,2*3^2,3^2,2*7,False,1,True,9,2,2,9,1,18,18,True,1,9,14,True,False,False
18,9,15,2*3^2,3^2,3*5,False,3,False,9,3,2,6,2,6,12,False,3,3,5,False,True,False
18,9,16,2*3^2,3^2,2^4,False,1,True,9,2,2,9,1,18,18,True,1,9,16,True,False,False
18,9,17,2*3^2,3^2,17,False,1,True,9,1,2,18,2,18,36,False,1,9,17,True,False,False
18,10,11,2*3^2,2*5,11,False,1,True,2,1,9,18,9,18,162,False,1,10,11,True,False,False
18,10,12,2*3^2,2*5,2^2*3,False,2,False,2,6,9,3,3,9,27,False,2,5,6,False,True,False
18,10,13,2*3^2,2*5,13,False,1,True,2,1,9,18,9,18,162,False,1,10,13,True,False,False
18,10,14,2*3^2,2*5,2*7,False,2,False,2,2,9,9,9,9,81,False,2,5,7,False,True,False
18,10,15,2*3^2,2*5,3*5,False,5,False,2,3,9,6,3,18,54,False,1,10,15,True,False,False
18,10,16,2*3^2,2*5,2^4,False,2,False,2,2,9,9,9,9,81,False,2,5,8,False,True,False
18,10,17,2*3^2,2*5,17,False,1,True,2,1,9,18,9,18,162,False,1,10,17,True,False,False
18,11,12,2*3^2,11,2^2*3,False,1,True,1,6,18,3,3,18,54,False,1,11,12,True,False,False
18,11,13,2*3^2,11,13,True,1,True,1,1,18,18,18,18,324,False,1,11,13,True,False,False
18,11,14,2*3^2,11,2*7,False,1,True,1,2,18,9,9,18,162,False,1,11,14,True,False,False
18,11,15,2*3^2,11,3*5,False,1,True,1,3,18,6,6,18,108,False,1,11,15,True,False,False
18,11,16,2*3^2,11,2^4,False,1,True,1,2,18,9,9,18,162,False,1,11,16,True,False,False
18,11,17,2*3^2,11,17,True,1,True,1,1,18,18,18,18,324,False,1,11,17,True,False,False
18,12,13,2*3^2,2^2*3,13,False,1,True,6,1,3,18,3,18,54,False,1,12,13,True,False,False
18,12,14,2*3^2,2^2*3,2*7,False,2,False,6,2,3,9,3,9,27,False,2,6,7,False,True,False
18,12,15,2*3^2,2^2*3,3*5,False,3,False,6,3,3,6,3,6,18,False,3,4,5,False,True,False
18,12,16,2*3^2,2^2*3,2^4,False,4,False,6,2,3,9,3,9,27,False,2,6,8,False,True,False
18,12,17,2*3^2,2^2*3,17,False,1,True,6,1,3,18,3,18,54,False,1,12,17,True,False,False
18,13,14,2*3^2,13,2*7,False,1,True,1,2,18,9,9,18,162,False,1,13,14,True,False,False
18,13,15,2*3^2,13,3*5,False,1,True,1,3,18,6,6,18,108,False,1,13,15,True,False,False
18,13,16,2*3^2,13,2^4,False,1,True,1,2,18,9,9,18,162,False,1,13,16,True,False,False
18,13,17,2*3^2,13,17,True,1,True,1,1,18,18,18,18,324,False,1,13,17,True,False,False
18,14,15,2*3^2,2*7,3*5,False,1,True,2,3,9,6,3,18,54,False,1,14,15,True,False,False
18,14,16,2*3^2,2*7,2^4,False,2,False,2,2,9,9,9,9,81,False,2,7,8,False,True,False
18,14,17,2*3^2,2*7,17,False,1,True,2,1,9,18,9,18,162,False,1,14,17,True,False,False
18,15,16,2*3^2,3*5,2^4,False,1,True,3,2,6,9,3,18,54,False,1,15,16,True,False,False
18,15,17,2*3^2,3*5,17,False,1,True,3,1,6,18,6,18,108,False,1,15,17,True,False,False
18,16,17,2*3^2,2^4,17,False,1,True,2,1,9,18,9,18,162,False,1,16,17,True,False,False
20,1,2,2^2*5,1,2,False,1,True,1,2,20,10,10,20,200,False,1,1,2,True,False,True
20,1,3,2^2*5,1,3,False,1,True,1,1,20,20,20,20,400,False,1,1,3,True,False,True
20,1,4,2^2*5,1,2^2,False,1,True,1,4,20,5,5,20,100,False,1,1,4,True,False,True
20,1,5,2^2*5,1,5,False,1,True,1,5,20,4,4,20,80,False,1,1,5,True,False,True
20,1,6,2^2*5,1,2*3,False,1,True,1,2,20,10,10,20,200,False,1,1,6,True,False,True
20,1,7,2^2*5,1,7,False,1,True,1,1,20,20,20,20,400,False,1,1,7,True,False,True
20,1,8,2^2*5,1,2^3,False,1,True,1,4,20,5,5,20,100,False,1,1,8,True,False,True
20,1,9,2^2*5,1,3^2,False,1,True,1,1,20,20,20,20,400,False,1,1,9,True,False,True
20,1,10,2^2*5,1,2*5,False,1,True,1,10,20,2,2,20,40,False,1,1,10,True,False,True
20,1,11,2^2*5,1,11,False,1,True,1,1,20,20,20,20,400,False,1,1,11,True,False,True
20,1,12,2^2*5,1,2^2*3,False,1,True,1,4,20,5,5,20,100,False,1,1,12,True,False,True
20,1,13,2^2*5,1,13,False,1,True,1,1,20,20,20,20,400,False,1,1,13,True,False,True
20,1,14,2^2*5,1,2*7,False,1,True,1,2,20,10,10,20,200,False,1,1,14,True,False,True
20,1,15,2^2*5,1,3*5,False,1,True,1,5,20,4,4,20,80,False,1,1,15,True,False,True
20,1,16,2^2*5,1,2^4,False,1,True,1,4,20,5,5,20,100,False,1,1,16,True,False,True
20,1,17,2^2*5,1,17,False,1,True,1,1,20,20,20,20,400,False,1,1,17,True,False,True
20,1,18,2^2*5,1,2*3^2,False,1,True,1,2,20,10,10,20,200,False,1,1,18,True,False,True
20,1,19,2^2*5,1,19,False,1,True,1,1,20,20,20,20,400,False,1,1,19,True,False,True
20,2,3,2^2*5,2,3,True,1,True,2,1,10,20,10,20,200,False,1,2,3,True,False,False
20,2,4,2^2*5,2,2^2,False,2,False,2,4,10,5,5,10,50,False,2,1,2,False,True,True
20,2,5,2^2*5,2,5,True,1,True,2,5,10,4,2,20,40,False,1,2,5,True,False,False
20,2,6,2^2*5,2,2*3,False,2,False,2,2,10,10,10,10,100,False,2,1,3,False,True,True
20,2,7,2^2*5,2,7,True,1,True,2,1,10,20,10,20,200,False,1,2,7,True,False,False
20,2,8,2^2*5,2,2^3,False,2,False,2,4,10,5,5,10,50,False,2,1,4,False,True,True
20,2,9,2^2*5,2,3^2,False,1,True,2,1,10,20,10,20,200,False,1,2,9,True,False,False
20,2,10,2^2*5,2,2*5,False,2,False,2,10,10,2,2,10,20,False,2,1,5,False,True,True
20,2,11,2^2*5,2,11,True,1,True,2,1,10,20,10,20,200,False,1,2,11,True,False,False
20,2,12,2^2*5,2,2^2*3,False,2,False,2,4,10,5,5,10,50,False,2,1,6,False,True,True
20,2,13,2^2*5,2,13,True,1,True,2,1,10,20,10,20,200,False,1,2,13,True,False,False
20,2,14,2^2*5,2,2*7,False,2,False,2,2,10,10,10,10,100,False,2,1,7,False,True,True
20,2,15,2^2*5,2,3*5,False,1,True,2,5,10,4,2,20,40,False,1,2,15,True,False,False
20,2,16,2^2*5,2,2^4,False,2,False,2,4,10,5,5,10,50,False,2,1,8,False,True,True
20,2,17,2^2*5,2,17,True,1,True,2,1,10,20,10,20,200,False,1,2,17,True,False,False
20,2,18,2^2*5,2,2*3^2,False,2,False,2,2,10,10,10,10,100,False,2,1,9,False,True,True
20,2,19,2^2*5,2,19,True,1,True,2,1,10,20,10,20,200,False,1,2,19,True,False,False
20,3,4,2^2*5,3,2^2,False,1,True,1,4,20,5,5,20,100,False,1,3,4,True,False,False
20,3,5,2^2*5,3,5,True,1,True,1,5,20,4,4,20,80,False,1,3,5,True,False,False
20,3,6,2^2*5,3,2*3,False,3,False,1,2,20,10,10,20,200,False,1,3,6,True,False,True
20,3,7,2^2*5,3,7,True,1,True,1,1,20,20,20,20,400,False,1,3,7,True,False,False
20,3,8,2^2*5,3,2^3,False,1,True,1,4,20,5,5,20,100,False,1,3,8,True,False,False
20,3,9,2^2*5,3,3^2,False,3,False,1,1,20,20,20,20,400,False,1,3,9,True,False,True
20,3,10,2^2*5,3,2*5,False,1,True,1,10,20,2,2,20,40,False,1,3,10,True,False,False
20,3,11,2^2*5,3,11,True,1,True,1,1,20,20,20,20,400,False,1,3,11,True,False,False
20,3,12,2^2*5,3,2^2*3,False,3,False,1,4,20,5,5,20,100,False,1,3,12,True,False,True
20,3,13,2^2*5,3,13,True,1,True,1,1,20,20,20,20,400,False,1,3,13,True,False,False
20,3,14,2^2*5,3,2*7,False,1,True,1,2,20,10,10,20,200,False,1,3,14,True,False,False
20,3,15,2^2*5,3,3*5,False,3,False,1,5,20,4,4,20,80,False,1,3,15,True,False,True
20,3,16,2^2*5,3,2^4,False,1,True,1,4,20,5,5,20,100,False,1,3,16,True,False,False
20,3,17,2^2*5,3,17,True,1,True,1,1,20,20,20,20,400,False,1,3,17,True,False,False
20,3,18,2^2*5,3,2*3^2,False,3,False,1,2,20,10,10,20,200,False,1,3,18,True,False,True
20,3,19,2^2*5,3,19,True,1,True,1,1,20,20,20,20,400,False,1,3,19,True,False,False
20,4,5,2^2*5,2^2,5,False,1,True,4,5,5,4,1,20,20,True,1,4,5,True,False,False
20,4,6,2^2*5,2^2,2*3,False,2,False,4,2,5,10,5,10,50,False,2,2,3,False,True,False
20,4,7,2^2*5,2^2,7,False,1,True,4,1,5,20,5,20,100,False,1,4,7,True,False,False
20,4,8,2^2*5,2^2,2^3,False,4,False,4,4,5,5,5,5,25,False,4,1,2,False,True,True
20,4,9,2^2*5,2^2,3^2,False,1,True,4,1,5,20,5,20,100,False,1,4,9,True,False,False
20,4,10,2^2*5,2^2,2*5,False,2,False,4,10,5,2,1,10,10,True,2,2,5,False,True,False
20,4,11,2^2*5,2^2,11,False,1,True,4,1,5,20,5,20,100,False,1,4,11,True,False,False
20,4,12,2^2*5,2^2,2^2*3,False,4,False,4,4,5,5,5,5,25,False,4,1,3,False,True,True
20,4,13,2^2*5,2^2,13,False,1,True,4,1,5,20,5,20,100,False,1,4,13,True,False,False
20,4,14,2^2*5,2^2,2*7,False,2,False,4,2,5,10,5,10,50,False,2,2,7,False,True,False
20,4,15,2^2*5,2^2,3*5,False,1,True,4,5,5,4,1,20,20,True,1,4,15,True,False,False
20,4,16,2^2*5,2^2,2^4,False,4,False,4,4,5,5,5,5,25,False,4,1,4,False,True,True
20,4,17,2^2*5,2^2,17,False,1,True,4,1,5,20,5,20,100,False,1,4,17,True,False,False
20,4,18,2^2*5,2^2,2*3^2,False,2,False,4,2,5,10,5,10,50,False,2,2,9,False,True,False
20,4,19,2^2*5,2^2,19,False,1,True,4,1,5,20,5,20,100,False,1,4,19,True,False,False
20,5,6,2^2*5,5,2*3,False,1,True,5,2,4,10,2,20,40,False,1,5,6,True,False,False
20,5,7,2^2*5,5,7,True,1,True,5,1,4,20,4,20,80,False,1,5,7,True,False,False
20,5,8,2^2*5,5,2^3,False,1,True,5,4,4,5,1,20,20,True,1,5,8,True,False,False
20,5,9,2^2*5,5,3^2,False,1,True,5,1,4,20,4,20,80,False,1,5,9,True,False,False
20,5,10,2^2*5,5,2*5,False,5,False,5,10,4,2,2,4,8,False,5,1,2,False,True,True
20,5,11,2^2*5,5,11,True,1,True,5,1,4,20,4,20,80,False,1,5,11,True,False,False
20,5,12,2^2*5,5,2^2*3,False,1,True,5,4,4,5,1,20,20,True,1,5,12,True,False,False
20,5,13,2^2*5,5,13,True,1,True,5,1,4,20,4,20,80,False,1,5,13,True,False,False
20,5,14,2^2*5,5,2*7,False,1,True,5,2,4,10,2,20,40,False,1,5,14,True,False,False
20,5,15,2^2*5,5,3*5,False,5,False,5,5,4,4,4,4,16,False,5,1,3,False,True,True
20,5,16,2^2*5,5,2^4,False,1,True,5,4,4,5,1,20,20,True,1,5,16,True,False,False
20,5,17,2^2*5,5,17,True,1,True,5,1,4,20,4,20,80,False,1,5,17,True,False,False
20,5,18,2^2*5,5,2*3^2,False,1,True,5,2,4,10,2,20,40,False,1,5,18,True,False,False
20,5,19,2^2*5,5,19,True,1,True,5,1,4,20,4,20,80,False,1,5,19,True,False,False
